customer_id,age,annual_income_$,employment_length,employment_type,education,marital_status,num_dependents
31935,56,82000.0,2.5,1,2,2,0
31936,35,48800.0,5.2,1,4,1,2
31937,41,47900.0,2.7,1,4,2,0
31938,34,117800.0,8.4,1,3,1,1
31939,42,31300.0,7.6,3,2,1,2
31940,28,92300.0,1.8,1,0,1,1
31941,25,27800.0,1.3,1,4,1,1
31942,18,20000.0,1.0,1,1,2,0
31943,46,45700.0,10.1,1,4,2,1
31944,45,49200.0,7.9,1,3,1,2
31945,33,22900.0,8.1,1,4,1,1
31946,53,37300.0,8.3,1,4,1,2
31947,54,76700.0,5.2,1,1,1,1
31948,31,45000.0,4.4,1,1,1,2
31949,20,22700.0,2.6,1,1,1,1
31950,35,47500.0,5.7,1,1,1,0
31951,32,67100.0,11.2,3,2,0,0
31952,38,89400.0,11.2,1,2,1,3
31953,28,51700.0,10.1,2,1,2,0
31954,49,57800.0,5.7,1,3,1,3
31955,47,57600.0,0.7,1,4,2,3
31956,64,42100.0,12.7,1,1,0,2
31957,42,122900.0,7.5,1,1,1,3
31958,40,126100.0,1.1,0,1,1,1
31959,41,87500.0,8.6,1,0,1,2
31960,52,31800.0,4.9,1,3,1,3
31961,19,20000.0,1.2,1,1,1,1
31962,29,69500.0,6.6,1,0,2,1
31963,32,23200.0,6.4,0,3,2,0
31964,48,47500.0,4.1,1,4,1,3
31965,62,29200.0,6.4,1,1,1,1
31966,53,56500.0,16.0,1,2,0,0
31967,28,20000.0,6.4,1,4,1,3
31968,36,41700.0,2.2,3,1,2,0
31969,47,64000.0,3.0,1,0,2,0
31970,33,56000.0,5.9,0,1,2,1
31971,45,84100.0,5.4,3,2,1,4
31972,39,37200.0,7.5,1,1,2,1
31973,52,78500.0,7.5,1,2,1,1
31974,29,29900.0,7.1,1,3,2,0
31975,22,39800.0,4.5,2,1,2,0
31976,45,26700.0,2.5,1,1,1,1
31977,22,26600.0,2.3,1,4,2,2
31978,53,50300.0,8.0,1,1,1,1
31979,41,30800.0,1.2,1,0,1,0
31980,39,32700.0,3.3,3,4,1,1
31981,28,20000.0,4.6,1,3,2,2
31982,43,82500.0,11.5,1,1,0,0
31983,53,80300.0,12.6,3,0,1,2
31984,43,55500.0,1.5,1,3,1,1
31985,42,26800.0,3.8,1,3,1,1
31986,37,98900.0,8.4,1,2,1,1
31987,32,20000.0,1.3,1,1,2,0
31988,37,75600.0,1.2,3,1,2,2
31989,36,53300.0,7.6,3,2,1,1
31990,32,21000.0,1.4,2,1,1,1
31991,63,20400.0,1.5,2,4,1,3
31992,31,35000.0,4.4,1,0,1,0
31993,31,37100.0,2.0,3,0,2,0
31994,28,53800.0,6.1,1,1,2,0
31995,40,39000.0,9.9,2,0,1,2
31996,36,20300.0,6.7,1,3,2,0
31997,56,55300.0,8.1,2,1,0,2
31998,50,53500.0,1.9,1,1,1,1
31999,36,32100.0,4.2,1,1,2,2
32000,30,29000.0,2.9,0,4,1,0
32001,34,43600.0,1.9,1,4,2,3
32002,51,20000.0,8.5,1,3,1,2
32003,37,82500.0,13.2,1,1,1,1
32004,23,34100.0,5.3,1,1,2,1
32005,33,33900.0,8.8,1,3,2,0
32006,39,73300.0,4.7,3,4,2,0
32007,46,43900.0,0.7,1,3,0,0
32008,43,57100.0,4.9,1,1,1,3
32009,28,34300.0,5.9,3,1,1,2
32010,42,46100.0,0.7,1,1,2,0
32011,30,29900.0,0.7,1,1,2,1
32012,69,23200.0,6.2,1,1,1,0
32013,21,20000.0,3.7,1,4,2,1
32014,54,63500.0,8.8,3,1,1,0
32015,42,20000.0,7.6,1,1,2,1
32016,51,29700.0,8.7,1,1,1,2
32017,42,169000.0,6.2,1,0,1,1
32018,58,50900.0,0.9,1,1,1,1
32019,35,42600.0,6.2,1,4,1,3
32020,30,23400.0,7.5,1,1,0,1
32021,53,20000.0,7.2,1,3,1,3
32022,31,46300.0,5.6,1,2,1,0
32023,47,40000.0,5.5,3,2,0,2
32024,27,97000.0,3.4,1,1,0,0
32025,30,27400.0,3.5,0,3,1,1
32026,35,23900.0,6.9,3,1,2,1
32027,28,29300.0,7.3,2,4,1,2
32028,44,36500.0,0.2,2,3,1,5
32029,33,38300.0,6.7,1,1,1,1
32030,39,30100.0,5.2,1,4,1,0
32031,28,29300.0,10.9,1,3,1,3
32032,40,49400.0,10.6,1,2,0,1
32033,35,37900.0,7.1,1,3,1,1
32034,58,31200.0,4.6,1,1,1,0
32035,34,20000.0,5.2,1,2,2,1
32036,54,35000.0,11.9,1,4,1,3
32037,53,48100.0,4.0,3,4,2,0
32038,42,41700.0,6.3,1,2,1,2
32039,27,54200.0,0.4,1,2,2,0
32040,49,35000.0,7.8,1,2,1,1
32041,21,21300.0,3.1,1,3,1,1
32042,40,31400.0,3.5,3,4,1,0
32043,26,76000.0,8.9,3,0,2,0
32044,53,39600.0,9.3,1,1,0,1
32045,43,46100.0,8.4,1,1,2,2
32046,40,48800.0,5.9,1,1,1,2
32047,35,44900.0,16.0,3,3,2,0
32048,29,25100.0,5.5,2,3,1,1
32049,53,41000.0,0.2,0,3,0,1
32050,27,59600.0,6.0,1,0,2,1
32051,29,36200.0,9.3,2,2,1,0
32052,28,53400.0,4.5,1,3,2,0
32053,30,28500.0,11.4,1,4,1,3
32054,69,20000.0,7.3,1,2,2,0
32055,35,31900.0,5.4,3,1,1,1
32056,39,61500.0,9.3,2,3,1,0
32057,36,51100.0,3.8,1,1,0,0
32058,23,69600.0,5.9,1,2,2,4
32059,21,40400.0,3.9,1,1,2,0
32060,35,43900.0,9.1,1,1,2,1
32061,18,20000.0,0.5,1,3,1,4
32062,49,39500.0,4.4,3,3,2,0
32063,33,20000.0,4.1,1,3,1,0
32064,68,26800.0,13.3,3,2,1,4
32065,36,56500.0,2.3,2,1,2,0
32066,44,46700.0,7.6,3,4,1,2
32067,33,45700.0,3.4,1,4,1,1
32068,59,30100.0,7.1,1,1,2,0
32069,34,95900.0,8.3,3,1,1,1
32070,33,40000.0,7.7,3,4,1,2
32071,25,51200.0,2.5,1,2,2,3
32072,30,101300.0,9.6,3,0,2,0
32073,47,42800.0,4.3,2,3,0,1
32074,41,20900.0,2.0,3,3,2,0
32075,34,79600.0,8.8,1,1,2,1
32076,29,51400.0,10.2,1,1,1,0
32077,27,24800.0,3.3,3,3,2,3
32078,33,32900.0,8.4,1,3,1,2
32079,24,25600.0,3.5,1,4,1,0
32080,45,64500.0,2.2,1,2,0,1
32081,53,28500.0,4.7,3,0,1,0
32082,34,20000.0,3.4,2,3,2,1
32083,60,20000.0,5.6,1,4,1,3
32084,47,20000.0,4.0,1,2,1,0
32085,44,41100.0,7.6,1,1,2,0
32086,44,78400.0,11.1,1,1,2,1
32087,60,46400.0,3.7,1,0,1,2
32088,39,72300.0,6.2,1,1,1,2
32089,25,20000.0,5.1,1,3,2,2
32090,43,20000.0,1.8,1,2,0,0
32091,38,80000.0,5.2,1,4,2,2
32092,32,77500.0,4.6,1,4,1,1
32093,59,113700.0,1.9,2,1,2,1
32094,39,89300.0,12.3,3,2,1,0
32095,46,107100.0,7.0,1,2,1,1
32096,55,25000.0,8.5,1,4,1,0
32097,45,81200.0,2.3,1,0,1,3
32098,26,39500.0,6.2,3,4,2,2
32099,19,20000.0,1.5,3,4,1,1
32100,41,99300.0,7.6,1,4,1,2
32101,37,30600.0,8.3,1,3,2,0
32102,46,42000.0,7.2,1,2,0,1
32103,52,50700.0,12.2,2,1,0,1
32104,42,78500.0,7.9,1,2,1,0
32105,67,24700.0,5.2,1,3,0,0
32106,19,26400.0,1.9,1,4,2,1
32107,28,36200.0,5.3,3,3,1,1
32108,30,56900.0,5.2,1,3,1,0
32109,22,37900.0,4.9,2,3,2,1
32110,36,71800.0,3.9,1,0,2,2
32111,37,20000.0,5.3,3,3,2,2
32112,41,32600.0,5.3,1,4,1,1
32113,43,137800.0,7.4,3,2,1,0
32114,47,21100.0,9.5,1,4,0,2
32115,44,31900.0,4.7,1,1,0,0
32116,51,32200.0,7.0,1,4,1,0
32117,53,65600.0,1.6,3,0,1,2
32118,35,58600.0,5.3,1,1,1,1
32119,35,96600.0,2.5,1,2,1,1
32120,40,92500.0,13.5,1,0,1,0
32121,25,34400.0,8.0,2,3,1,1
32122,45,65900.0,7.7,1,0,0,1
32123,24,39700.0,4.8,1,3,2,0
32124,47,38200.0,1.7,3,0,1,0
32125,28,24500.0,5.2,1,4,2,2
32126,31,20000.0,9.3,1,3,2,0
32127,26,25300.0,5.8,1,4,1,0
32128,27,22700.0,4.8,1,4,2,2
32129,52,43600.0,4.5,3,3,1,1
32130,44,50300.0,7.3,1,1,1,0
32131,45,52100.0,6.1,3,1,2,1
32132,50,54200.0,3.4,1,1,1,2
32133,28,27100.0,1.2,3,1,1,0
32134,57,20000.0,1.7,3,1,2,2
32135,33,45200.0,10.9,1,1,1,4
32136,48,61700.0,3.0,1,2,2,2
32137,47,44900.0,1.5,1,1,0,0
32138,28,26200.0,10.1,1,3,2,2
32139,44,44400.0,7.7,1,3,1,1
32140,36,53500.0,6.5,0,4,1,2
32141,25,51400.0,6.1,3,1,1,2
32142,53,57500.0,0.4,1,1,1,2
32143,43,41300.0,6.8,1,2,2,1
32144,38,20000.0,2.3,3,1,1,1
32145,37,24200.0,1.4,1,4,2,2
32146,43,81800.0,2.3,1,0,1,0
32147,30,36700.0,8.3,1,4,2,2
32148,33,85900.0,10.2,1,4,2,1
32149,27,30100.0,6.9,1,1,2,1
32150,32,69500.0,8.6,1,2,0,0
32151,51,145900.0,4.9,1,1,1,3
32152,39,26700.0,9.1,1,1,1,0
32153,51,43800.0,0.6,1,2,2,0
32154,48,28800.0,0.1,1,1,1,0
32155,23,20000.0,5.1,1,3,1,3
32156,38,29700.0,4.3,2,4,2,0
32157,22,33300.0,4.0,1,4,2,0
32158,29,20000.0,10.8,3,3,1,2
32159,36,21200.0,3.3,1,4,2,1
32160,19,20000.0,1.3,1,1,2,1
32161,44,37800.0,6.8,1,1,2,2
32162,21,48300.0,3.7,3,2,1,2
32163,29,23500.0,8.8,2,3,1,2
32164,49,41400.0,10.0,1,3,1,3
32165,37,45200.0,5.1,2,0,1,0
32166,49,55800.0,4.2,3,1,1,0
32167,48,67400.0,3.0,1,2,1,1
32168,29,69900.0,7.8,1,4,1,3
32169,40,60500.0,5.2,1,3,1,1
32170,35,87600.0,9.0,1,1,0,2
32171,48,42600.0,5.2,3,3,1,4
32172,38,43400.0,7.0,1,4,1,1
32173,40,46900.0,9.1,1,1,2,1
32174,40,47500.0,6.5,1,1,2,0
32175,28,37900.0,3.4,1,4,1,2
32176,43,86500.0,2.8,1,2,0,1
32177,31,20000.0,1.9,1,3,1,0
32178,45,56800.0,8.3,1,2,1,2
32179,25,40900.0,0.2,1,2,2,1
32180,62,35800.0,7.5,3,1,1,1
32181,32,61800.0,6.1,1,4,2,0
32182,38,49200.0,7.4,1,3,0,0
32183,42,20000.0,4.2,1,4,2,0
32184,44,62300.0,3.4,1,1,1,1
32185,32,20000.0,5.1,1,0,1,4
32186,43,29300.0,5.2,1,3,1,0
32187,24,34000.0,6.3,2,4,2,1
32188,22,20000.0,2.8,1,3,2,1
32189,24,20300.0,6.5,1,2,1,4
32190,25,36300.0,6.8,1,2,1,1
32191,34,41000.0,4.9,0,1,0,0
32192,34,67200.0,4.2,2,1,1,1
32193,32,35300.0,10.5,1,4,2,0
32194,69,20000.0,3.5,0,3,2,1
32195,25,25000.0,3.0,1,4,1,0
32196,24,22300.0,1.7,1,3,2,1
32197,46,54400.0,5.2,3,2,2,2
32198,37,35300.0,8.4,1,1,1,3
32199,37,36500.0,12.1,1,2,2,1
32200,40,52600.0,2.2,1,4,0,2
32201,51,73000.0,4.7,1,2,2,0
32202,24,20000.0,6.7,1,1,2,0
32203,40,37800.0,1.1,1,4,1,2
32204,31,52600.0,6.2,1,4,2,2
32205,35,86400.0,14.3,2,0,2,0
32206,21,29400.0,3.1,1,3,2,1
32207,25,25300.0,7.9,2,4,2,0
32208,40,51200.0,10.0,1,0,1,0
32209,43,41800.0,3.8,1,4,2,0
32210,35,42200.0,8.8,1,4,1,3
32211,52,52700.0,6.1,2,1,0,0
32212,27,78700.0,5.9,3,3,2,2
32213,55,71700.0,15.0,1,0,1,3
32214,36,114500.0,5.2,3,2,2,1
32215,37,34300.0,0.2,3,4,2,1
32216,68,20000.0,5.2,1,4,1,5
32217,61,45300.0,4.6,1,1,1,3
32218,22,40700.0,0.6,3,1,2,1
32219,43,97200.0,8.3,1,1,1,1
32220,53,21900.0,1.4,2,4,1,1
32221,45,49500.0,3.2,3,4,2,0
32222,42,62800.0,8.4,1,4,1,0
32223,33,65600.0,3.6,1,2,2,0
32224,56,72200.0,2.3,1,0,1,1
32225,59,20000.0,6.5,1,4,1,2
32226,49,40000.0,1.8,0,1,2,0
32227,50,65100.0,1.2,3,4,1,0
32228,38,55000.0,2.2,1,1,1,2
32229,23,35300.0,4.0,3,4,1,2
32230,58,20000.0,2.3,1,1,0,2
32231,55,42400.0,3.8,1,4,1,1
32232,34,48600.0,1.7,1,2,1,3
32233,47,35800.0,5.0,2,2,1,4
32234,43,29200.0,4.4,1,3,1,0
32235,42,20000.0,1.8,1,4,0,1
32236,19,20600.0,1.3,2,4,2,3
32237,38,67400.0,3.0,1,2,2,1
32238,49,52600.0,7.9,1,1,2,2
32239,32,40000.0,9.4,1,4,2,1
32240,33,41900.0,5.9,3,3,1,2
32241,30,50600.0,11.4,1,1,1,4
32242,42,67200.0,11.5,1,2,1,2
32243,33,33000.0,1.2,1,1,1,1
32244,50,69200.0,6.7,1,1,0,1
32245,35,22800.0,0.9,1,3,2,1
32246,33,37900.0,0.1,1,2,1,1
32247,30,34200.0,4.0,1,2,1,2
32248,55,55400.0,9.0,3,2,1,3
32249,44,80300.0,1.3,3,0,1,0
32250,43,63400.0,3.6,1,2,1,2
32251,21,24200.0,3.6,2,3,2,1
32252,29,22300.0,6.3,1,3,2,2
32253,30,27000.0,6.6,1,1,1,2
32254,37,28200.0,9.1,1,3,2,1
32255,26,26800.0,0.6,2,4,2,0
32256,20,20000.0,5.2,1,1,2,1
32257,44,22500.0,5.4,1,4,1,3
32258,22,20000.0,4.2,2,3,2,0
32259,23,20000.0,3.3,1,3,1,2
32260,26,71400.0,5.8,1,0,1,3
32261,45,90100.0,2.6,2,2,1,3
32262,42,28500.0,10.1,1,4,1,1
32263,41,77500.0,8.2,1,1,1,2
32264,27,50000.0,6.2,1,2,2,1
32265,61,20000.0,0.8,3,4,1,1
32266,37,33400.0,10.9,1,1,1,1
32267,35,48500.0,2.0,1,3,2,0
32268,26,60300.0,4.8,0,1,2,0
32269,32,38300.0,4.4,1,2,1,1
32270,48,25500.0,10.7,1,3,1,4
32271,29,20000.0,6.3,1,4,1,1
32272,40,37600.0,6.9,1,4,1,2
32273,25,39800.0,2.6,1,4,2,3
32274,54,56600.0,5.9,2,1,1,1
32275,20,20000.0,2.8,3,3,2,0
32276,46,73000.0,11.4,1,2,1,5
32277,27,22500.0,9.8,1,3,2,0
32278,34,38800.0,4.4,2,4,1,1
32279,42,73200.0,7.7,3,1,1,3
32280,61,44300.0,8.7,1,3,1,0
32281,29,20000.0,5.5,1,1,2,1
32282,43,61100.0,2.4,1,4,0,0
32283,32,47500.0,4.1,1,4,1,1
32284,44,34900.0,8.5,2,2,1,2
32285,47,32800.0,10.7,1,4,1,0
32286,46,31900.0,2.8,1,3,1,2
32287,29,36600.0,5.0,2,1,2,1
32288,63,29100.0,5.5,1,3,2,0
32289,29,83500.0,7.4,1,2,1,3
32290,33,99400.0,0.4,0,4,1,1
32291,50,29400.0,1.6,3,4,1,1
32292,35,47000.0,3.7,1,3,1,2
32293,39,35200.0,2.3,1,3,1,2
32294,33,32700.0,5.2,1,3,1,2
32295,33,33300.0,2.9,1,1,1,1
32296,40,84600.0,0.8,0,1,1,2
32297,32,56300.0,1.4,1,4,1,4
32298,26,66700.0,4.1,2,2,1,1
32299,56,45000.0,4.1,1,1,1,1
32300,32,69300.0,3.9,2,2,2,0
32301,45,33100.0,7.3,1,1,0,0
32302,21,20000.0,3.6,1,3,1,1
32303,60,22300.0,3.8,1,3,1,1
32304,28,41500.0,1.3,1,4,2,0
32305,21,20000.0,3.9,1,4,2,0
32306,20,20200.0,2.2,1,2,2,1
32307,46,25800.0,11.8,1,4,1,2
32308,42,32200.0,10.8,1,4,0,0
32309,38,58300.0,12.7,1,4,1,1
32310,32,79300.0,5.1,1,4,1,3
32311,42,50800.0,4.6,3,2,1,1
32312,29,33600.0,11.1,1,1,2,3
32313,64,26000.0,1.6,3,1,1,3
32314,22,27500.0,2.8,3,3,2,0
32315,25,54100.0,1.6,1,3,1,4
32316,33,37700.0,7.4,1,4,1,0
32317,53,50000.0,4.5,1,4,1,2
32318,34,41800.0,3.8,1,2,1,1
32319,59,53500.0,7.7,0,2,0,1
32320,43,84700.0,3.7,1,2,2,1
32321,30,20000.0,9.6,1,3,1,0
32322,53,20000.0,2.4,1,3,1,1
32323,35,36500.0,1.5,1,4,2,0
32324,33,55900.0,8.1,1,1,1,2
32325,25,20000.0,7.0,1,3,2,1
32326,40,62600.0,8.8,1,3,1,1
32327,28,57800.0,3.3,1,4,1,3
32328,53,68000.0,7.3,1,4,1,1
32329,30,53200.0,6.6,1,4,1,3
32330,25,32200.0,0.9,1,1,1,1
32331,65,82100.0,1.2,1,1,0,0
32332,43,39300.0,3.9,1,3,0,0
32333,47,138100.0,9.7,1,0,1,2
32334,56,38800.0,3.3,1,3,1,1
32335,40,86800.0,6.0,3,1,1,2
32336,30,50500.0,5.8,1,2,2,1
32337,34,54800.0,4.9,1,0,1,0
32338,35,75800.0,2.8,2,0,1,2
32339,28,39400.0,5.2,1,4,1,0
32340,32,39800.0,5.8,3,1,1,1
32341,30,44100.0,5.8,1,2,2,0
32342,40,60800.0,6.9,1,2,2,0
32343,42,20000.0,9.5,1,3,2,2
32344,54,46800.0,4.3,1,2,1,0
32345,19,20000.0,1.1,1,1,2,1
32346,32,72800.0,5.9,1,3,1,3
32347,20,20000.0,0.7,2,1,2,1
32348,22,61500.0,4.2,1,1,2,1
32349,44,28000.0,4.5,1,4,0,1
32350,22,27200.0,4.1,1,4,2,3
32351,35,43400.0,4.3,1,0,1,0
32352,42,31300.0,9.2,2,4,2,0
32353,70,20000.0,9.1,1,3,1,5
32354,23,24600.0,5.5,1,1,1,4
32355,46,34400.0,7.4,1,1,1,3
32356,67,20000.0,17.3,1,4,0,0
32357,45,49700.0,3.1,2,4,1,0
32358,38,103000.0,5.2,2,3,1,1
32359,48,43000.0,7.2,0,3,1,1
32360,23,40000.0,1.4,1,3,2,1
32361,49,35000.0,8.2,1,1,1,1
32362,44,44400.0,13.8,2,1,1,2
32363,22,20000.0,4.9,3,4,2,0
32364,48,68100.0,1.2,1,1,2,2
32365,22,25000.0,0.2,3,3,2,3
32366,47,46100.0,7.3,1,1,0,1
32367,48,265100.0,0.9,3,1,1,3
32368,34,82300.0,5.7,1,2,0,2
32369,28,55900.0,5.5,3,2,1,2
32370,46,47500.0,3.8,3,1,0,0
32371,45,20000.0,8.5,1,3,2,0
32372,35,21600.0,3.2,1,4,2,2
32373,54,31500.0,3.1,1,4,1,0
32374,30,39100.0,7.7,2,1,1,1
32375,42,49100.0,5.3,1,4,1,0
32376,45,39100.0,7.2,1,2,1,3
32377,22,20000.0,4.4,1,4,2,1
32378,42,90600.0,2.3,1,3,1,3
32379,34,90100.0,7.2,1,2,1,1
32380,41,60900.0,9.1,1,2,2,2
32381,37,26700.0,5.2,3,1,2,0
32382,59,54000.0,2.2,3,3,2,1
32383,28,53400.0,3.0,1,3,1,1
32384,29,27700.0,6.7,1,3,2,1
32385,44,23000.0,1.0,2,3,1,2
32386,44,20000.0,12.7,1,3,1,2
32387,22,97000.0,4.2,1,1,2,1
32388,42,45200.0,7.1,1,4,2,0
32389,62,32400.0,8.8,1,1,1,1
32390,27,31400.0,7.6,3,4,1,2
32391,18,20000.0,0.1,3,3,2,0
32392,35,69600.0,2.6,1,2,1,2
32393,19,20000.0,1.7,3,1,1,1
32394,48,138300.0,1.0,1,0,1,3
32395,28,34600.0,2.0,1,2,1,2
32396,55,72300.0,8.2,1,0,2,2
32397,45,121600.0,3.5,1,2,1,2
32398,47,24400.0,10.7,1,3,0,2
32399,28,47100.0,5.2,3,2,1,0
32400,57,30100.0,2.1,2,3,1,5
32401,50,41700.0,1.5,1,4,1,3
32402,53,36200.0,10.5,1,1,1,2
32403,39,20800.0,5.2,1,1,1,0
32404,33,34000.0,5.0,1,4,1,0
32405,33,39600.0,9.1,1,4,2,3
32406,42,39300.0,0.6,2,1,1,0
32407,51,31300.0,3.0,1,1,1,1
32408,38,34100.0,1.7,2,1,1,1
32409,65,20000.0,9.8,1,1,0,2
32410,27,24000.0,8.3,3,1,2,0
32411,34,42200.0,10.4,1,4,1,1
32412,56,20000.0,3.1,1,3,0,0
32413,38,20000.0,10.8,2,4,1,0
32414,32,51600.0,8.5,1,2,2,0
32415,44,20000.0,8.6,1,3,1,2
32416,28,31500.0,6.3,1,3,1,1
32417,25,53300.0,5.3,1,1,1,1
32418,39,53700.0,6.7,2,0,2,1
32419,37,26000.0,3.9,1,4,1,3
32420,47,61600.0,9.0,0,0,2,2
32421,59,45000.0,7.0,3,1,0,2
32422,33,32500.0,7.3,3,3,1,2
32423,25,21600.0,2.2,1,3,2,2
32424,28,20000.0,8.9,1,3,2,2
32425,25,34500.0,4.7,1,1,2,0
32426,31,22900.0,13.6,3,4,1,1
32427,35,33800.0,5.8,1,4,1,1
32428,37,20000.0,9.2,1,3,1,0
32429,44,114100.0,7.4,1,1,1,0
32430,18,22200.0,0.4,1,3,2,0
32431,27,76300.0,3.1,1,0,2,1
32432,30,89300.0,8.1,1,1,1,2
32433,53,67800.0,10.2,1,4,1,1
32434,58,27200.0,6.8,1,3,2,0
32435,39,38200.0,5.0,1,4,1,1
32436,42,65100.0,8.9,1,0,1,1
32437,49,26700.0,7.4,1,4,0,0
32438,61,23900.0,12.9,1,4,2,1
32439,49,25200.0,4.4,1,4,1,3
32440,53,59300.0,3.4,1,4,1,1
32441,45,68200.0,6.3,1,4,1,0
32442,38,20000.0,1.0,1,1,2,0
32443,21,20000.0,3.8,1,1,2,1
32444,49,36500.0,5.1,1,1,1,0
32445,19,20000.0,1.9,1,4,1,1
32446,38,30400.0,6.1,1,4,2,0
32447,50,48900.0,1.3,2,4,1,1
32448,45,25900.0,5.1,1,4,0,1
32449,47,79600.0,13.2,1,2,2,2
32450,31,36700.0,4.5,1,1,1,1
32451,36,59700.0,14.2,1,2,2,1
32452,22,20000.0,1.8,2,4,2,2
32453,35,88300.0,7.0,3,3,0,2
32454,19,20000.0,1.5,1,3,2,1
32455,30,30900.0,4.8,2,3,2,1
32456,31,23000.0,1.7,3,2,1,3
32457,27,21600.0,7.7,1,1,1,3
32458,19,20000.0,1.6,1,3,1,0
32459,24,44700.0,6.8,2,1,2,0
32460,24,31700.0,4.4,1,0,1,4
32461,41,51800.0,2.8,3,0,1,0
32462,23,20000.0,3.3,1,3,2,1
32463,21,24100.0,3.3,1,3,1,2
32464,61,46800.0,6.9,1,3,1,1
32465,20,25900.0,2.8,1,1,2,2
32466,43,74300.0,4.8,1,0,1,3
32467,38,88300.0,3.0,1,0,2,0
32468,48,61500.0,8.4,1,3,1,1
32469,49,35200.0,5.6,0,2,1,1
32470,24,23300.0,5.6,1,3,2,0
32471,40,35700.0,2.1,1,1,1,0
32472,32,20200.0,12.4,0,0,2,0
32473,43,41400.0,10.1,1,1,2,1
32474,49,106200.0,4.4,2,4,1,1
32475,53,27600.0,7.3,1,1,1,5
32476,43,29200.0,3.6,2,0,1,0
32477,26,20000.0,7.0,3,3,2,1
32478,54,70100.0,2.1,1,2,0,1
32479,36,87800.0,7.3,1,4,1,1
32480,50,120800.0,6.9,1,1,2,0
32481,32,23400.0,9.3,1,4,2,0
32482,54,39000.0,0.4,1,4,0,0
32483,25,37400.0,4.5,2,1,1,1
32484,43,34900.0,0.8,3,1,1,1
32485,30,20000.0,6.4,1,1,1,3
32486,46,64400.0,3.0,1,0,1,5
32487,52,33100.0,4.1,3,1,2,0
32488,51,29800.0,4.7,1,1,1,1
32489,34,30200.0,3.8,1,2,2,3
32490,40,68300.0,0.8,1,2,1,1
32491,49,46200.0,6.3,0,4,1,2
32492,58,49000.0,4.1,3,2,0,1
32493,30,69200.0,5.3,3,2,1,3
32494,59,31100.0,4.7,1,1,1,1
32495,29,28900.0,7.9,1,4,2,1
32496,54,68300.0,8.8,3,2,1,2
32497,41,53400.0,2.5,1,2,2,0
32498,44,62000.0,4.8,1,0,2,0
32499,33,65200.0,2.3,3,1,2,2
32500,50,107700.0,8.6,1,4,1,0
32501,36,163000.0,7.2,1,2,1,3
32502,50,94700.0,2.7,0,0,1,0
32503,24,40700.0,2.2,3,3,2,1
32504,26,24100.0,8.2,1,4,1,3
32505,51,34200.0,7.3,1,4,0,2
32506,39,54000.0,7.8,3,0,1,0
32507,42,44400.0,11.7,1,4,2,0
32508,29,47500.0,5.3,1,2,1,0
32509,26,20000.0,8.6,2,1,1,3
32510,46,168800.0,6.4,2,2,1,0
32511,38,45000.0,8.8,1,3,1,0
32512,42,113000.0,4.9,1,2,2,0
32513,34,25800.0,0.9,3,4,1,3
32514,40,90900.0,4.3,3,0,1,2
32515,40,25300.0,2.4,1,4,2,3
32516,43,49800.0,3.8,1,4,2,1
32517,34,48900.0,4.4,3,1,1,4
32518,55,28100.0,4.8,1,1,2,2
32519,46,60000.0,6.5,1,3,0,1
32520,49,60600.0,12.7,3,1,1,2
32521,27,42500.0,1.0,2,1,2,1
32522,53,40400.0,7.7,3,1,1,3
32523,37,62600.0,7.8,1,1,1,1
32524,34,29300.0,5.0,1,1,1,0
32525,44,32400.0,5.0,1,3,1,0
32526,41,76600.0,12.8,1,1,1,2
32527,48,56300.0,2.6,1,1,1,2
32528,31,63300.0,10.4,1,3,1,1
32529,35,48200.0,8.5,1,1,2,1
32530,35,60000.0,4.7,3,2,1,1
32531,35,20000.0,12.2,1,4,1,2
32532,25,20000.0,6.8,2,3,1,1
32533,21,20000.0,3.5,2,3,2,1
32534,71,20000.0,7.0,0,1,2,0
32535,34,36400.0,5.2,1,3,1,3
32536,39,102800.0,3.5,2,1,2,0
32537,31,41600.0,3.8,1,4,2,2
32538,41,30100.0,4.4,1,1,1,0
32539,36,36700.0,5.2,1,1,1,5
32540,51,57000.0,2.1,1,0,1,0
32541,23,27100.0,4.4,1,4,2,1
32542,18,20000.0,0.2,0,2,1,1
32543,38,63400.0,2.5,1,1,2,3
32544,39,73100.0,3.4,1,2,2,1
32545,27,40700.0,9.9,1,3,1,3
32546,50,58900.0,3.9,1,3,1,1
32547,50,25200.0,5.2,1,4,1,1
32548,39,63800.0,8.5,1,3,1,0
32549,40,47700.0,1.6,1,2,1,4
32550,27,38400.0,2.3,1,2,2,0
32551,49,24400.0,10.9,1,3,1,1
32552,38,35400.0,7.1,1,1,1,0
32553,38,22600.0,5.4,1,4,2,1
32554,39,69600.0,4.9,0,2,1,1
32555,32,64100.0,12.3,1,4,2,0
32556,37,45000.0,8.1,1,3,2,0
32557,51,87700.0,13.5,2,0,1,1
32558,47,25500.0,12.2,1,4,1,1
32559,49,96500.0,7.1,1,4,1,1
32560,34,56400.0,4.4,1,4,1,2
32561,39,48000.0,7.4,1,3,1,0
32562,24,27500.0,6.7,1,4,1,0
32563,26,113000.0,6.5,1,2,1,3
32564,51,65300.0,11.1,1,1,1,2
32565,37,53400.0,9.5,1,4,1,2
32566,47,50300.0,7.1,0,2,2,1
32567,44,69900.0,6.4,1,1,1,0
32568,46,66900.0,10.2,1,4,1,0
