customer_id,state,regional_unemployment_rate,regional_median_income,regional_median_rent,housing_price_index,cost_of_living_index
33461,MO,3.4,55000.0,1200.0,101.0,78.0
33462,IL,5.2,65000.0,1520.0,94.0,79.0
33463,NY,4.5,72000.0,1770.0,137.0,112.0
33464,VA,3.2,74000.0,1630.0,129.0,108.0
33465,CA,5.6,75000.0,1660.0,162.0,130.0
33466,IL,5.1,65000.0,1550.0,99.0,83.0
33467,CA,5.6,75000.0,1710.0,153.0,122.0
33468,WA,5.2,78000.0,2100.0,153.0,108.0
33469,FL,4.5,55000.0,1430.0,120.0,99.0
33470,CA,6.0,75000.0,1900.0,154.0,123.0
33471,TX,4.6,61000.0,1360.0,102.0,91.0
33472,IN,4.1,55000.0,1310.0,97.0,82.0
33473,CA,5.7,75000.0,1560.0,151.0,123.0
33474,MO,4.1,55000.0,1600.0,102.0,73.0
33475,VA,3.7,74000.0,1890.0,125.0,108.0
33476,TX,4.0,61000.0,1320.0,96.0,91.0
33477,TX,4.6,61000.0,1330.0,110.0,85.0
33478,IL,5.2,65000.0,1250.0,105.0,78.0
33479,CA,5.5,75000.0,1940.0,159.0,120.0
33480,PA,4.3,61000.0,1670.0,99.0,87.0
33481,MA,4.4,81000.0,2070.0,137.0,116.0
33482,IN,4.1,55000.0,1510.0,95.0,80.0
33483,TX,4.1,61000.0,1320.0,99.0,85.0
33484,CA,5.3,75000.0,1740.0,158.0,122.0
33485,NY,5.1,72000.0,1520.0,146.0,114.0
33486,CA,5.2,75000.0,1540.0,157.0,123.0
33487,CA,5.4,75000.0,1560.0,154.0,128.0
33488,IL,5.1,65000.0,1650.0,101.0,91.0
33489,NC,4.8,54000.0,1310.0,107.0,81.0
33490,OH,4.8,56000.0,1360.0,90.0,74.0
33491,NY,4.7,72000.0,1490.0,144.0,117.0
33492,NY,5.3,72000.0,1690.0,142.0,120.0
33493,VA,4.0,74000.0,1810.0,121.0,113.0
33494,IL,5.0,65000.0,1540.0,102.0,89.0
33495,WA,4.9,78000.0,1840.0,150.0,121.0
33496,IL,5.3,65000.0,1390.0,105.0,99.0
33497,CA,5.1,75000.0,1710.0,154.0,127.0
33498,WA,4.7,78000.0,1630.0,154.0,109.0
33499,PA,4.1,61000.0,1310.0,91.0,78.0
33500,GA,4.0,58000.0,1440.0,98.0,88.0
33501,MD,4.3,84000.0,1990.0,126.0,112.0
33502,TX,4.3,61000.0,1340.0,100.0,82.0
33503,TX,4.1,61000.0,1470.0,99.0,81.0
33504,VA,4.1,74000.0,1800.0,133.0,105.0
33505,PA,4.6,61000.0,1320.0,97.0,76.0
33506,MI,5.8,57000.0,1330.0,89.0,78.0
33507,IN,4.7,55000.0,1280.0,93.0,80.0
33508,TX,4.1,61000.0,1480.0,98.0,78.0
33509,WI,4.4,60000.0,1350.0,98.0,83.0
33510,WI,4.2,60000.0,1580.0,99.0,81.0
33511,PA,4.3,61000.0,1390.0,99.0,86.0
33512,CA,5.6,75000.0,1800.0,159.0,124.0
33513,PA,4.6,61000.0,1560.0,94.0,80.0
33514,PA,4.0,61000.0,1440.0,100.0,82.0
33515,FL,4.3,55000.0,1320.0,109.0,79.0
33516,PA,4.2,61000.0,1460.0,102.0,84.0
33517,AZ,4.7,58000.0,1310.0,113.0,89.0
33518,NY,5.5,72000.0,1690.0,140.0,113.0
33519,CA,4.9,75000.0,2040.0,162.0,131.0
33520,NC,4.5,54000.0,1300.0,100.0,78.0
33521,NC,4.4,54000.0,1240.0,120.0,93.0
33522,MI,5.3,57000.0,1440.0,88.0,74.0
33523,MA,4.2,81000.0,1950.0,140.0,120.0
33524,NJ,5.1,82000.0,1710.0,132.0,108.0
33525,TX,4.5,61000.0,1460.0,106.0,82.0
33526,NC,4.4,54000.0,1470.0,114.0,75.0
33527,NC,4.5,54000.0,1400.0,104.0,83.0
33528,AZ,4.6,58000.0,1260.0,120.0,89.0
33529,TX,4.3,61000.0,1420.0,104.0,86.0
33530,PA,4.0,61000.0,1520.0,96.0,84.0
33531,CA,5.4,75000.0,1750.0,154.0,116.0
33532,AZ,3.9,58000.0,1390.0,118.0,88.0
33533,IL,5.3,65000.0,1640.0,106.0,95.0
33534,WI,4.1,60000.0,1330.0,101.0,90.0
33535,CA,5.4,75000.0,1710.0,160.0,124.0
33536,NY,5.1,72000.0,1760.0,144.0,110.0
33537,TX,3.8,61000.0,1540.0,108.0,86.0
33538,TX,4.2,61000.0,1620.0,101.0,83.0
33539,NJ,5.3,82000.0,2220.0,137.0,110.0
33540,MO,4.4,55000.0,1450.0,100.0,83.0
33541,OH,4.7,56000.0,1230.0,89.0,80.0
33542,TX,4.1,61000.0,1510.0,101.0,82.0
33543,FL,4.9,55000.0,1370.0,106.0,91.0
33544,AZ,4.5,58000.0,1430.0,108.0,95.0
33545,WA,4.2,78000.0,2070.0,150.0,118.0
33546,TX,4.2,61000.0,1330.0,110.0,90.0
33547,NY,5.3,72000.0,1720.0,144.0,115.0
33548,NY,4.8,72000.0,1570.0,128.0,107.0
33549,CA,5.3,75000.0,1520.0,162.0,114.0
33550,NJ,5.5,82000.0,2200.0,138.0,117.0
33551,NY,5.4,72000.0,1860.0,134.0,109.0
33552,NY,5.1,72000.0,1820.0,137.0,118.0
33553,NY,5.0,72000.0,1740.0,140.0,114.0
33554,MO,3.8,55000.0,1200.0,92.0,82.0
33555,VA,4.1,74000.0,1720.0,125.0,100.0
33556,MD,4.2,84000.0,2120.0,122.0,111.0
33557,IN,4.3,55000.0,1200.0,89.0,76.0
33558,NY,4.9,72000.0,1990.0,143.0,116.0
33559,NJ,5.0,82000.0,2020.0,138.0,116.0
33560,FL,4.3,55000.0,1360.0,119.0,89.0
33561,TX,4.3,61000.0,1690.0,104.0,94.0
33562,NY,5.2,72000.0,1870.0,145.0,109.0
33563,FL,4.6,55000.0,1180.0,117.0,94.0
33564,PA,4.2,61000.0,1490.0,97.0,83.0
33565,CA,5.8,75000.0,1870.0,154.0,125.0
33566,NY,4.7,72000.0,1570.0,138.0,106.0
33567,AZ,4.9,58000.0,1400.0,109.0,99.0
33568,TX,3.8,61000.0,1540.0,104.0,84.0
33569,CA,5.5,75000.0,1780.0,164.0,127.0
33570,NY,4.6,72000.0,1800.0,142.0,115.0
33571,MD,4.4,84000.0,2220.0,130.0,113.0
33572,GA,3.8,58000.0,1390.0,102.0,84.0
33573,TX,4.6,61000.0,1260.0,106.0,86.0
33574,FL,4.9,55000.0,1310.0,121.0,91.0
33575,TN,4.3,53000.0,1270.0,111.0,80.0
33576,IN,4.0,55000.0,1320.0,89.0,71.0
33577,WI,4.0,60000.0,1350.0,99.0,82.0
33578,MA,4.4,81000.0,1840.0,145.0,124.0
33579,TX,3.7,61000.0,1400.0,108.0,87.0
33580,MA,4.5,81000.0,1900.0,147.0,120.0
33581,NY,5.2,72000.0,1750.0,126.0,109.0
33582,NY,5.3,72000.0,1610.0,142.0,118.0
33583,GA,3.7,58000.0,1530.0,109.0,86.0
33584,MO,3.9,55000.0,1330.0,96.0,81.0
33585,OH,4.8,56000.0,1300.0,98.0,78.0
33586,NJ,5.2,82000.0,1810.0,128.0,116.0
33587,CA,5.3,75000.0,1520.0,162.0,125.0
33588,CA,5.9,75000.0,1890.0,164.0,130.0
33589,TX,4.0,61000.0,1370.0,108.0,89.0
33590,NC,4.4,54000.0,1450.0,104.0,81.0
33591,OH,4.6,56000.0,1350.0,90.0,90.0
33592,FL,4.4,55000.0,1280.0,115.0,102.0
33593,PA,4.0,61000.0,1490.0,105.0,87.0
33594,FL,5.1,55000.0,1460.0,121.0,91.0
33595,CA,5.5,75000.0,1770.0,167.0,126.0
33596,NY,4.9,72000.0,1480.0,140.0,105.0
33597,PA,4.5,61000.0,1660.0,101.0,89.0
33598,FL,5.1,55000.0,1270.0,109.0,87.0
33599,WI,3.8,60000.0,1350.0,96.0,82.0
33600,OH,4.9,56000.0,1480.0,85.0,69.0
33601,NY,5.1,72000.0,1720.0,137.0,112.0
33602,MD,4.8,84000.0,2500.0,128.0,110.0
33603,AZ,5.0,58000.0,1280.0,111.0,90.0
33604,IN,4.7,55000.0,1220.0,98.0,80.0
33605,MI,5.6,57000.0,1400.0,100.0,80.0
33606,IL,5.3,65000.0,1630.0,97.0,85.0
33607,OH,4.5,56000.0,1290.0,95.0,80.0
33608,CA,5.6,75000.0,1690.0,162.0,128.0
33609,MO,3.8,55000.0,1240.0,91.0,79.0
33610,IL,5.7,65000.0,1480.0,98.0,89.0
33611,IN,4.1,55000.0,1190.0,97.0,84.0
33612,TX,4.4,61000.0,1390.0,109.0,92.0
33613,IL,5.4,65000.0,1310.0,91.0,79.0
33614,NY,4.9,72000.0,1660.0,146.0,124.0
33615,OH,4.6,56000.0,1250.0,89.0,80.0
33616,CA,5.8,75000.0,1810.0,167.0,131.0
33617,MO,4.4,55000.0,1400.0,93.0,72.0
33618,CA,5.2,75000.0,1740.0,162.0,128.0
33619,MD,4.4,84000.0,1900.0,134.0,109.0
33620,NC,4.6,54000.0,1270.0,109.0,99.0
33621,WI,4.8,60000.0,1210.0,100.0,77.0
33622,NY,4.4,72000.0,1570.0,151.0,112.0
33623,VA,3.2,74000.0,1670.0,131.0,112.0
33624,NY,5.0,72000.0,1570.0,139.0,113.0
33625,TX,4.1,61000.0,1560.0,103.0,84.0
33626,NY,4.9,72000.0,1710.0,140.0,116.0
33627,NY,5.0,72000.0,1700.0,128.0,107.0
33628,WA,4.4,78000.0,2050.0,162.0,130.0
33629,GA,4.0,58000.0,1430.0,99.0,77.0
33630,NY,5.2,72000.0,1610.0,137.0,102.0
33631,VA,4.6,74000.0,1780.0,132.0,106.0
33632,TX,3.5,61000.0,1640.0,103.0,88.0
33633,MD,4.3,84000.0,2020.0,137.0,114.0
33634,GA,3.9,58000.0,1680.0,101.0,84.0
33635,MD,4.9,84000.0,2470.0,123.0,107.0
33636,WI,4.1,60000.0,1420.0,107.0,89.0
33637,OH,4.2,56000.0,1360.0,99.0,76.0
33638,TX,4.1,61000.0,1590.0,108.0,91.0
33639,FL,4.6,55000.0,1180.0,116.0,93.0
33640,AZ,5.0,58000.0,1470.0,105.0,91.0
33641,IL,5.6,65000.0,1350.0,100.0,84.0
33642,TX,4.4,61000.0,1530.0,96.0,81.0
33643,IN,4.1,55000.0,1240.0,84.0,69.0
33644,FL,5.3,55000.0,1370.0,116.0,86.0
33645,IN,4.4,55000.0,1290.0,99.0,75.0
33646,IN,4.8,55000.0,1160.0,96.0,87.0
33647,TX,4.0,61000.0,1340.0,103.0,88.0
33648,IL,5.4,65000.0,1810.0,94.0,80.0
33649,NY,5.0,72000.0,1540.0,143.0,117.0
33650,FL,5.0,55000.0,1260.0,114.0,90.0
33651,IL,4.6,65000.0,1400.0,103.0,94.0
33652,WI,4.3,60000.0,1320.0,96.0,83.0
33653,MD,4.0,84000.0,2050.0,128.0,106.0
33654,TX,3.9,61000.0,1580.0,105.0,87.0
33655,TX,4.3,61000.0,1490.0,101.0,81.0
33656,NY,4.8,72000.0,1560.0,145.0,115.0
33657,IL,5.3,65000.0,1480.0,100.0,77.0
33658,MA,4.2,81000.0,1990.0,150.0,124.0
33659,PA,4.2,61000.0,1510.0,99.0,87.0
33660,IN,4.4,55000.0,1320.0,106.0,91.0
33661,CA,5.9,75000.0,1600.0,159.0,125.0
33662,MI,5.6,57000.0,1340.0,101.0,83.0
33663,TN,4.2,53000.0,1140.0,114.0,87.0
33664,IL,4.7,65000.0,1510.0,88.0,85.0
33665,TX,4.0,61000.0,1620.0,95.0,80.0
33666,NY,4.9,72000.0,2070.0,136.0,119.0
33667,OH,4.4,56000.0,1500.0,82.0,72.0
33668,TX,4.0,61000.0,1440.0,100.0,84.0
33669,FL,4.6,55000.0,1110.0,112.0,89.0
33670,AZ,4.7,58000.0,1380.0,108.0,84.0
33671,TX,4.5,61000.0,1690.0,100.0,88.0
33672,MI,5.2,57000.0,1200.0,104.0,82.0
33673,NC,4.2,54000.0,1240.0,118.0,95.0
33674,TN,3.9,53000.0,1200.0,112.0,91.0
33675,GA,4.2,58000.0,1650.0,106.0,88.0
33676,IN,4.4,55000.0,1430.0,102.0,84.0
33677,MA,3.8,81000.0,2080.0,137.0,115.0
33678,NY,5.1,72000.0,1880.0,138.0,114.0
33679,MA,4.2,81000.0,1890.0,144.0,115.0
33680,AZ,4.7,58000.0,1380.0,105.0,93.0
33681,IL,5.2,65000.0,1510.0,94.0,90.0
33682,AZ,4.9,58000.0,1390.0,104.0,89.0
33683,IL,4.9,65000.0,1580.0,109.0,85.0
33684,TN,3.7,53000.0,1220.0,108.0,93.0
33685,AZ,4.9,58000.0,1380.0,117.0,90.0
33686,NY,5.2,72000.0,1730.0,141.0,130.0
33687,TX,4.1,61000.0,1410.0,113.0,86.0
33688,GA,4.1,58000.0,1160.0,107.0,92.0
33689,CA,5.3,75000.0,1840.0,151.0,124.0
33690,MA,4.0,81000.0,2490.0,144.0,120.0
33691,TN,4.2,53000.0,1150.0,104.0,83.0
33692,FL,4.8,55000.0,1210.0,117.0,99.0
33693,OH,4.4,56000.0,1390.0,86.0,80.0
33694,IL,5.1,65000.0,1800.0,96.0,87.0
33695,CA,5.0,75000.0,1550.0,159.0,125.0
33696,FL,4.7,55000.0,1350.0,118.0,95.0
33697,WA,4.6,78000.0,1600.0,147.0,110.0
33698,IN,4.2,55000.0,1280.0,100.0,77.0
33699,NJ,4.9,82000.0,2110.0,133.0,117.0
33700,CA,5.6,75000.0,1940.0,156.0,122.0
33701,MI,5.9,57000.0,1410.0,98.0,76.0
33702,MO,4.8,55000.0,1300.0,92.0,83.0
33703,PA,4.4,61000.0,1530.0,96.0,85.0
33704,FL,5.3,55000.0,1300.0,126.0,97.0
33705,TX,4.7,61000.0,1610.0,107.0,90.0
33706,AZ,4.7,58000.0,1550.0,121.0,92.0
33707,NC,4.2,54000.0,1380.0,110.0,91.0
33708,NJ,5.5,82000.0,2160.0,139.0,115.0
33709,TN,4.0,53000.0,1480.0,104.0,76.0
33710,CA,6.1,75000.0,1810.0,165.0,134.0
33711,CA,5.5,75000.0,1610.0,170.0,142.0
33712,NY,5.2,72000.0,1530.0,137.0,119.0
33713,MO,3.9,55000.0,1240.0,94.0,75.0
33714,IL,4.9,65000.0,1660.0,102.0,92.0
33715,WA,5.3,78000.0,1630.0,145.0,117.0
33716,MA,4.4,81000.0,2230.0,155.0,126.0
33717,TN,4.4,53000.0,1340.0,106.0,85.0
33718,TX,3.9,61000.0,1380.0,101.0,85.0
33719,MO,4.1,55000.0,1100.0,102.0,75.0
33720,NY,4.9,72000.0,1640.0,141.0,114.0
33721,VA,4.0,74000.0,1820.0,116.0,96.0
33722,CA,5.6,75000.0,1840.0,166.0,127.0
33723,OH,4.1,56000.0,1350.0,92.0,79.0
33724,CA,5.3,75000.0,1840.0,161.0,125.0
33725,IL,5.2,65000.0,1300.0,101.0,82.0
33726,GA,4.5,58000.0,1390.0,103.0,90.0
33727,PA,4.1,61000.0,1320.0,89.0,74.0
33728,IL,5.2,65000.0,1450.0,100.0,91.0
33729,NC,4.3,54000.0,1230.0,107.0,88.0
33730,CA,5.8,75000.0,1610.0,161.0,126.0
33731,GA,4.3,58000.0,1530.0,100.0,85.0
33732,CA,5.4,75000.0,1780.0,155.0,127.0
33733,CA,5.5,75000.0,1750.0,163.0,124.0
33734,MA,4.3,81000.0,1790.0,146.0,123.0
33735,CA,5.5,75000.0,1920.0,147.0,116.0
33736,NY,5.2,72000.0,1570.0,142.0,111.0
33737,TX,4.2,61000.0,1520.0,106.0,89.0
33738,IN,3.8,55000.0,1440.0,97.0,86.0
33739,MI,4.8,57000.0,1350.0,92.0,78.0
33740,CA,5.7,75000.0,1660.0,168.0,135.0
33741,OH,5.1,56000.0,1460.0,92.0,76.0
33742,FL,5.3,55000.0,1310.0,120.0,96.0
33743,MA,4.5,81000.0,2150.0,154.0,129.0
33744,TX,4.1,61000.0,1450.0,119.0,100.0
33745,IL,5.0,65000.0,1670.0,93.0,82.0
33746,TN,4.1,53000.0,1530.0,102.0,86.0
33747,IN,4.4,55000.0,1460.0,90.0,65.0
33748,AZ,4.7,58000.0,1280.0,120.0,93.0
33749,PA,5.0,61000.0,1720.0,93.0,79.0
33750,OH,4.9,56000.0,1430.0,96.0,80.0
33751,WI,4.3,60000.0,1320.0,97.0,73.0
33752,IL,5.2,65000.0,1340.0,100.0,84.0
33753,CA,5.7,75000.0,2140.0,149.0,132.0
33754,IL,4.9,65000.0,1460.0,111.0,94.0
33755,PA,4.5,61000.0,1230.0,99.0,85.0
33756,FL,4.7,55000.0,1520.0,119.0,90.0
33757,CA,5.8,75000.0,2000.0,152.0,122.0
33758,MO,4.3,55000.0,1380.0,104.0,76.0
33759,CA,5.5,75000.0,2160.0,158.0,124.0
33760,TX,4.1,61000.0,1550.0,111.0,91.0
33761,MD,4.7,84000.0,2160.0,134.0,118.0
33762,NY,5.0,72000.0,1790.0,143.0,118.0
33763,MD,4.4,84000.0,2090.0,123.0,108.0
33764,TX,3.9,61000.0,1690.0,113.0,85.0
33765,WI,3.9,60000.0,1440.0,94.0,75.0
33766,IN,4.5,55000.0,1500.0,92.0,72.0
33767,TN,4.0,53000.0,1200.0,104.0,77.0
33768,MD,4.8,84000.0,1840.0,135.0,106.0
33769,IL,4.8,65000.0,1690.0,96.0,84.0
33770,GA,4.5,58000.0,1420.0,102.0,88.0
33771,MD,4.5,84000.0,1840.0,128.0,103.0
33772,TX,4.4,61000.0,1360.0,105.0,82.0
33773,FL,5.2,55000.0,1320.0,113.0,91.0
33774,MD,4.7,84000.0,2120.0,130.0,105.0
33775,IL,4.8,65000.0,1430.0,98.0,84.0
33776,TX,3.4,61000.0,1560.0,111.0,97.0
33777,NY,5.1,72000.0,1610.0,143.0,127.0
33778,TX,3.7,61000.0,1560.0,107.0,85.0
33779,OH,4.6,56000.0,1430.0,93.0,74.0
33780,NC,4.2,54000.0,1180.0,112.0,96.0
33781,GA,4.4,58000.0,1470.0,100.0,92.0
33782,TX,4.5,61000.0,1410.0,106.0,88.0
33783,WA,4.5,78000.0,1820.0,155.0,133.0
33784,FL,5.0,55000.0,1410.0,117.0,95.0
33785,NC,4.3,54000.0,1320.0,105.0,83.0
33786,MO,4.0,55000.0,1270.0,96.0,78.0
33787,GA,3.5,58000.0,1330.0,106.0,89.0
33788,IL,5.3,65000.0,1360.0,95.0,91.0
33789,NY,4.6,72000.0,1780.0,143.0,111.0
33790,MD,4.5,84000.0,1790.0,120.0,113.0
33791,NY,5.4,72000.0,1710.0,135.0,113.0
33792,VA,3.6,74000.0,1780.0,132.0,109.0
33793,PA,4.1,61000.0,1780.0,108.0,92.0
33794,FL,4.9,55000.0,1360.0,108.0,86.0
33795,NY,5.4,72000.0,1920.0,138.0,115.0
33796,VA,3.1,74000.0,1980.0,132.0,107.0
33797,GA,4.1,58000.0,1440.0,108.0,75.0
33798,IL,5.4,65000.0,1940.0,101.0,86.0
33799,NY,5.7,72000.0,1610.0,145.0,119.0
33800,PA,4.7,61000.0,1630.0,103.0,79.0
33801,FL,4.1,55000.0,1250.0,118.0,87.0
33802,MO,4.3,55000.0,1280.0,93.0,71.0
33803,AZ,4.5,58000.0,1380.0,115.0,93.0
33804,IL,4.9,65000.0,1450.0,109.0,91.0
33805,MA,3.8,81000.0,1680.0,146.0,121.0
33806,CA,5.3,75000.0,1900.0,154.0,122.0
33807,NY,5.3,72000.0,1710.0,145.0,118.0
33808,MD,4.4,84000.0,2100.0,125.0,102.0
33809,IN,4.4,55000.0,1390.0,97.0,88.0
33810,FL,4.6,55000.0,1240.0,119.0,99.0
33811,TN,3.9,53000.0,1150.0,105.0,85.0
33812,NY,5.0,72000.0,2260.0,143.0,110.0
33813,IN,4.2,55000.0,1470.0,99.0,81.0
33814,VA,4.0,74000.0,1920.0,129.0,106.0
33815,NY,4.8,72000.0,1970.0,142.0,113.0
33816,TX,4.3,61000.0,1320.0,101.0,90.0
33817,CA,5.7,75000.0,1710.0,155.0,124.0
33818,MD,4.6,84000.0,1960.0,133.0,120.0
33819,CA,5.1,75000.0,1650.0,158.0,130.0
33820,TX,4.1,61000.0,1300.0,111.0,93.0
33821,MO,4.6,55000.0,1440.0,92.0,79.0
33822,TX,4.3,61000.0,1610.0,102.0,88.0
33823,VA,4.0,74000.0,2130.0,124.0,108.0
33824,TX,4.6,61000.0,1380.0,105.0,87.0
33825,NY,4.9,72000.0,1830.0,143.0,119.0
33826,MI,5.1,57000.0,1260.0,96.0,81.0
33827,MO,3.8,55000.0,1430.0,103.0,85.0
33828,NC,3.9,54000.0,1230.0,109.0,94.0
33829,NC,4.8,54000.0,1290.0,106.0,92.0
33830,FL,5.0,55000.0,1310.0,118.0,96.0
33831,FL,4.9,55000.0,1330.0,112.0,88.0
33832,VA,4.1,74000.0,1870.0,125.0,115.0
33833,TX,4.3,61000.0,1500.0,118.0,92.0
33834,NC,4.4,54000.0,1090.0,110.0,88.0
33835,NY,5.1,72000.0,2070.0,130.0,109.0
33836,IL,5.5,65000.0,1620.0,92.0,78.0
33837,GA,3.9,58000.0,1310.0,107.0,93.0
33838,MI,5.2,57000.0,1330.0,87.0,77.0
33839,CA,5.7,75000.0,1660.0,165.0,121.0
33840,FL,4.2,55000.0,1420.0,114.0,87.0
33841,CA,5.8,75000.0,1920.0,159.0,120.0
33842,PA,4.9,61000.0,1680.0,93.0,75.0
33843,NY,4.9,72000.0,1630.0,142.0,114.0
33844,NJ,4.8,82000.0,1820.0,135.0,111.0
33845,PA,4.5,61000.0,1620.0,92.0,78.0
33846,TX,4.1,61000.0,1310.0,112.0,91.0
33847,NY,5.6,72000.0,1670.0,142.0,122.0
33848,MD,4.6,84000.0,1850.0,126.0,109.0
33849,NJ,4.9,82000.0,1960.0,141.0,118.0
33850,IN,4.3,55000.0,1260.0,101.0,83.0
33851,OH,5.0,56000.0,1400.0,93.0,79.0
33852,TX,4.2,61000.0,1490.0,116.0,92.0
33853,MD,4.5,84000.0,2040.0,131.0,112.0
33854,NC,5.3,54000.0,1390.0,119.0,98.0
33855,FL,5.2,55000.0,1270.0,119.0,90.0
33856,NY,5.2,72000.0,1900.0,143.0,116.0
33857,OH,4.6,56000.0,1290.0,86.0,74.0
33858,NY,5.3,72000.0,1700.0,139.0,109.0
33859,NY,4.9,72000.0,1730.0,136.0,121.0
33860,AZ,3.9,58000.0,1610.0,121.0,90.0
33861,CA,5.5,75000.0,1890.0,168.0,134.0
33862,MD,4.9,84000.0,2620.0,135.0,108.0
33863,VA,3.8,74000.0,1960.0,120.0,90.0
33864,FL,4.8,55000.0,1140.0,122.0,96.0
33865,NY,4.8,72000.0,2010.0,144.0,114.0
33866,WA,5.1,78000.0,1730.0,156.0,120.0
33867,MO,4.3,55000.0,1280.0,90.0,77.0
33868,PA,4.6,61000.0,1450.0,94.0,87.0
33869,CA,5.4,75000.0,1650.0,157.0,122.0
33870,TN,4.1,53000.0,1200.0,111.0,92.0
33871,GA,4.5,58000.0,1500.0,110.0,95.0
33872,TN,4.1,53000.0,1390.0,114.0,85.0
33873,GA,4.2,58000.0,1420.0,101.0,86.0
33874,WI,3.9,60000.0,1340.0,100.0,88.0
33875,MO,3.6,55000.0,1100.0,93.0,83.0
33876,IL,5.3,65000.0,1640.0,94.0,80.0
33877,CA,5.7,75000.0,1890.0,153.0,113.0
33878,IL,5.9,65000.0,1490.0,93.0,80.0
33879,TN,4.1,53000.0,1270.0,105.0,87.0
33880,MO,4.1,55000.0,1260.0,90.0,78.0
33881,MA,4.2,81000.0,1600.0,139.0,113.0
33882,MD,4.3,84000.0,2140.0,134.0,124.0
33883,FL,4.7,55000.0,1320.0,118.0,99.0
33884,OH,5.0,56000.0,1150.0,81.0,74.0
33885,NC,4.5,54000.0,1160.0,116.0,83.0
33886,TX,4.4,61000.0,1490.0,104.0,77.0
33887,TX,4.4,61000.0,1270.0,98.0,82.0
33888,FL,4.8,55000.0,1160.0,110.0,83.0
33889,NY,5.2,72000.0,1510.0,137.0,112.0
33890,AZ,4.9,58000.0,1290.0,120.0,100.0
33891,IL,5.5,65000.0,1450.0,97.0,81.0
33892,GA,4.0,58000.0,1510.0,111.0,98.0
33893,NY,4.8,72000.0,1430.0,129.0,103.0
33894,PA,4.4,61000.0,1560.0,82.0,77.0
33895,NJ,5.1,82000.0,1770.0,140.0,114.0
33896,PA,4.1,61000.0,1610.0,98.0,86.0
33897,MO,3.7,55000.0,1390.0,104.0,74.0
33898,TX,4.6,61000.0,1300.0,110.0,80.0
33899,OH,4.7,56000.0,1280.0,96.0,82.0
33900,TX,3.8,61000.0,1290.0,104.0,83.0
33901,MI,5.8,57000.0,1470.0,94.0,78.0
33902,CA,5.7,75000.0,2050.0,155.0,124.0
33903,WA,4.8,78000.0,1670.0,153.0,124.0
33904,FL,4.4,55000.0,1310.0,108.0,98.0
33905,MA,4.4,81000.0,2010.0,145.0,115.0
33906,VA,4.4,74000.0,1520.0,122.0,96.0
33907,FL,4.8,55000.0,1590.0,111.0,87.0
33908,TX,3.7,61000.0,1370.0,108.0,89.0
33909,CA,5.1,75000.0,1860.0,165.0,127.0
33910,NY,5.2,72000.0,1560.0,145.0,117.0
33911,IL,5.5,65000.0,1390.0,99.0,79.0
33912,IN,4.3,55000.0,1160.0,99.0,91.0
33913,CA,5.9,75000.0,1780.0,165.0,133.0
33914,CA,5.5,75000.0,1590.0,163.0,126.0
33915,FL,4.3,55000.0,1270.0,108.0,85.0
33916,IN,3.9,55000.0,1280.0,93.0,82.0
33917,IL,5.5,65000.0,1570.0,103.0,89.0
33918,TX,4.7,61000.0,1310.0,112.0,94.0
33919,GA,3.7,58000.0,1440.0,102.0,81.0
33920,WA,5.0,78000.0,1770.0,163.0,133.0
33921,FL,4.9,55000.0,1190.0,120.0,98.0
33922,TX,4.0,61000.0,1460.0,106.0,90.0
33923,TX,3.9,61000.0,1750.0,111.0,98.0
33924,OH,4.6,56000.0,1380.0,90.0,81.0
33925,IL,5.2,65000.0,1430.0,104.0,87.0
33926,FL,4.7,55000.0,1330.0,126.0,98.0
33927,NY,5.2,72000.0,1550.0,150.0,120.0
33928,WI,4.0,60000.0,1380.0,94.0,76.0
33929,OH,4.8,56000.0,1330.0,87.0,72.0
33930,FL,4.6,55000.0,1370.0,113.0,95.0
33931,NJ,5.2,82000.0,2330.0,142.0,108.0
33932,IL,5.3,65000.0,1520.0,103.0,92.0
33933,MI,5.6,57000.0,1340.0,87.0,74.0
33934,MI,5.3,57000.0,1430.0,99.0,77.0
33935,GA,4.2,58000.0,1240.0,112.0,87.0
33936,CA,5.5,75000.0,1820.0,163.0,127.0
33937,FL,4.5,55000.0,1490.0,110.0,88.0
33938,CA,5.2,75000.0,1860.0,157.0,126.0
33939,PA,4.7,61000.0,1520.0,87.0,79.0
33940,CA,5.5,75000.0,1860.0,150.0,115.0
33941,GA,4.5,58000.0,1340.0,106.0,102.0
33942,NY,5.2,72000.0,1760.0,148.0,113.0
33943,IN,4.6,55000.0,1270.0,89.0,78.0
33944,VA,4.2,74000.0,1800.0,119.0,99.0
33945,FL,4.8,55000.0,1230.0,114.0,89.0
33946,CA,5.5,75000.0,2030.0,165.0,137.0
33947,FL,4.3,55000.0,1180.0,110.0,85.0
33948,FL,4.4,55000.0,1440.0,114.0,105.0
33949,NC,4.3,54000.0,1200.0,112.0,91.0
33950,NY,4.8,72000.0,1700.0,143.0,113.0
33951,IL,5.3,65000.0,1550.0,97.0,86.0
33952,NJ,5.4,82000.0,1980.0,140.0,115.0
33953,IN,4.0,55000.0,1370.0,88.0,78.0
33954,WI,3.9,60000.0,1350.0,89.0,83.0
33955,NY,5.1,72000.0,1580.0,148.0,113.0
33956,FL,5.0,55000.0,1300.0,123.0,96.0
33957,CA,4.9,75000.0,1960.0,162.0,118.0
